date_hour,BIOMASS,FOSSIL_GAS,FOSSIL_HARD_COAL,FOSSIL_OIL,HYDRO_PUMPED_STORAGE,HYDRO_RUN_OF_RIVER_AND_POUNDAGE,HYDRO_WATER_RESERVOIR,NUCLEAR,SOLAR,WASTE,WIND_ONSHORE,TOTAL
2019-03-16 19:00:00,328,2550,12,183,2131,6150,3247,42330,0,206,8939,66076
2019-03-16 20:00:00,343,2565,11,183,1380,6035,2182,42131,0,211,9319,64360
2019-03-16 21:00:00,344,2568,12,183,-177,5772,1426,42136,0,223,9505,61992
2019-03-16 22:00:00,344,2571,12,183,-618,5684,1649,41790,0,226,9599,61440
2019-03-16 23:00:00,345,2580,11,183,-886,5379,1473,41377,0,224,9758,60444
2019-03-17 00:00:00,343,2589,11,182,-1992,5159,467,37844,0,224,9712,54539
2019-03-17 01:00:00,343,2585,11,183,-2584,5038,329,35307,0,224,9632,51068
2019-03-17 02:00:00,344,2580,11,183,-2574,4920,299,34044,0,224,9477,49508
2019-03-17 03:00:00,345,2569,11,183,-2297,4919,296,33277,0,224,9369,48896
2019-03-17 04:00:00,347,2577,11,183,-2643,4891,244,33143,0,224,9005,47982
2019-03-17 05:00:00,347,2549,11,183,-2634,4893,239,33876,0,224,8307,47995
2019-03-17 06:00:00,344,2580,11,183,-2418,4982,248,34588,0,224,7858,48600
2019-03-17 07:00:00,345,2584,12,183,-2167,5039,329,35039,288,225,7542,49419
2019-03-17 08:00:00,343,2559,11,183,-1933,5156,674,34917,920,225,7312,50367
2019-03-17 09:00:00,340,2551,11,183,-2317,5169,869,35005,1665,225,7416,51117
2019-03-17 10:00:00,332,2559,12,183,-2597,5083,706,34077,2406,224,8057,51042
2019-03-17 11:00:00,343,2520,12,183,-2613,5143,741,33891,3128,224,8641,52213
2019-03-17 12:00:00,345,2539,11,183,-2354,5262,799,34502,3802,224,8896,54209
2019-03-17 13:00:00,346,2510,12,183,-2275,5193,287,33983,3967,223,9081,53510
2019-03-17 14:00:00,345,2521,12,182,-2574,5047,214,33539,3763,223,9362,52634
2019-03-17 15:00:00,345,2538,11,183,-2591,4880,279,33593,3245,222,9427,52132
2019-03-17 16:00:00,344,2543,11,183,-2219,4964,356,34131,2493,224,9077,52107
2019-03-17 17:00:00,344,2573,10,183,-1557,5179,1322,36642,1205,223,8466,54590
2019-03-17 18:00:00,344,2583,8,183,-971,5439,1632,40114,296,223,7450,57301
2019-03-17 19:00:00,344,2627,5,183,1733,5974,2805,41361,0,225,6624,61881
2019-03-17 20:00:00,344,2644,-3,182,1630,6065,2503,42794,0,224,6162,62545
2019-03-17 21:00:00,345,2632,-3,182,637,5939,1915,43756,0,225,6163,61791
2019-03-17 22:00:00,347,2631,-3,182,594,5804,2041,44125,0,225,5833,61779
2019-03-17 23:00:00,344,2635,-3,182,890,5616,1712,43930,0,224,5490,61020
2019-03-18 00:00:00,344,2599,-3,183,2,5558,1036,43655,0,224,5090,58688
2019-03-18 01:00:00,343,2602,-1,183,-1213,5232,637,43872,0,224,4993,56872
2019-03-18 02:00:00,343,2621,0,182,-1696,5162,618,43735,0,224,4659,55848
2019-03-18 03:00:00,342,2672,-1,182,-1927,5097,660,43096,0,224,4310,54655
2019-03-18 04:00:00,342,2873,0,183,-2415,5055,422,43148,0,225,4184,54017
2019-03-18 05:00:00,343,3229,-1,182,-1450,5156,920,44464,0,225,3951,57019
2019-03-18 06:00:00,344,4018,0,183,651,5617,2476,45589,121,223,3613,62835
2019-03-18 07:00:00,343,5464,0,183,2139,6186,3307,45889,335,224,3316,67386
2019-03-18 08:00:00,347,6560,-2,183,2589,6352,3729,46153,1336,223,2810,70280
2019-03-18 09:00:00,349,6969,-7,182,1378,6598,3411,46278,2678,221,2385,70442
2019-03-18 10:00:00,343,6828,-3,183,577,6301,2907,46313,3512,223,2465,69649
2019-03-18 11:00:00,343,6937,-2,183,645,6233,2970,46314,3791,219,2595,70228
2019-03-18 12:00:00,345,6952,-1,183,821,6171,2570,46467,3947,223,2787,70465
2019-03-18 13:00:00,345,6907,-1,183,329,6055,2268,46437,3966,222,3021,69732
2019-03-18 14:00:00,345,6372,-2,184,-238,5816,2032,46035,3799,222,3170,67735
2019-03-18 15:00:00,347,6395,0,184,-218,5850,1943,46146,3283,222,3291,67443
2019-03-18 16:00:00,349,7005,0,183,-294,5954,2545,46481,2136,222,3131,67712
2019-03-18 17:00:00,349,6977,0,183,333,6388,2785,46555,1040,222,2730,67562
2019-03-18 18:00:00,348,6806,0,188,1938,6725,3984,46508,248,222,2152,69119
2019-03-18 19:00:00,346,7016,1,309,3185,6896,4642,46960,0,221,1773,71349
2019-03-18 20:00:00,344,6960,0,242,2089,6834,4119,47194,0,223,1608,69613
2019-03-18 21:00:00,345,6802,0,183,814,6727,2864,47367,0,224,1509,66835
2019-03-18 22:00:00,346,6360,0,182,1196,6328,2755,47605,0,223,1420,66415
2019-03-18 23:00:00,337,6576,-3,183,1120,6091,2225,47926,0,220,1249,65924
2019-03-19 00:00:00,327,6611,-1,182,648,5791,1423,47867,0,222,1123,64193
2019-03-19 01:00:00,327,6824,-1,182,-168,5472,1040,47320,0,223,1169,62388
2019-03-19 02:00:00,345,7005,0,181,-351,5257,1025,47273,0,223,1201,62159
2019-03-19 03:00:00,348,7006,0,181,-790,5218,858,46833,0,224,1199,61077
2019-03-19 04:00:00,347,7249,0,181,-565,5259,860,46840,0,225,1260,61656
2019-03-19 05:00:00,345,7455,0,180,-2,5508,1022,46960,0,224,1363,63055
2019-03-19 06:00:00,346,8198,0,181,1136,6014,1968,47755,123,224,1368,67313
2019-03-19 07:00:00,345,8472,0,181,1979,6361,2362,48374,362,223,1335,69994
2019-03-19 08:00:00,345,8501,0,181,1898,6640,2463,48350,1397,223,1295,71293
2019-03-19 09:00:00,345,8223,0,182,1119,6635,1603,48118,2797,224,1208,70454
2019-03-19 10:00:00,345,8107,0,181,615,6578,1339,47963,3794,223,1140,70285
2019-03-19 11:00:00,345,8202,0,182,189,6406,1179,48050,4324,223,1163,70263
2019-03-19 12:00:00,343,8184,-1,182,770,5985,1387,48151,4510,223,1207,70941
2019-03-19 13:00:00,341,8048,-1,182,838,5837,1132,48313,4320,222,1248,70480
2019-03-19 14:00:00,339,8024,-1,181,1036,5683,1459,48283,3732,222,1255,70213
2019-03-19 15:00:00,337,7949,6,182,486,5716,1691,48192,3280,222,1313,69374
2019-03-19 16:00:00,336,7694,5,182,368,5922,1940,48415,2395,221,1425,68903
2019-03-19 17:00:00,336,7864,0,183,527,6250,2587,48447,1326,222,1497,69239
2019-03-19 18:00:00,336,7962,-3,183,1420,6652,3598,48475,326,220,1512,70681
2019-03-19 19:00:00,336,8287,-2,183,2493,6873,4471,48412,121,222,1560,72956
2019-03-19 20:00:00,336,8459,-2,182,2208,6741,3497,48440,0,223,1606,71690
2019-03-19 21:00:00,335,8358,-2,182,1200,6381,2432,48532,0,222,1641,69281
2019-03-19 22:00:00,336,8088,-1,183,1064,6220,1904,48602,0,221,1620,68237
2019-03-19 23:00:00,337,8047,-2,182,1011,6003,1393,48637,0,223,1561,67392
2019-03-20 00:00:00,336,7912,-2,182,590,5571,1461,48469,0,223,1558,66300
2019-03-20 01:00:00,336,7554,-2,180,522,5383,1063,48402,0,223,1577,65238
2019-03-20 02:00:00,336,7651,-2,180,-186,5279,943,48380,0,224,1485,64290
2019-03-20 03:00:00,336,7351,-2,181,-1019,5141,831,48298,0,223,1413,62753
2019-03-20 04:00:00,337,7546,-2,181,-709,5106,936,48396,0,223,1356,63370
2019-03-20 05:00:00,337,7866,-2,182,-163,5322,1093,48543,0,222,1317,64717
2019-03-20 06:00:00,338,8110,-2,181,1242,5817,2387,48538,127,222,1292,68252
2019-03-20 07:00:00,336,8495,-2,181,1530,6235,3187,48657,481,222,1246,70568
2019-03-20 08:00:00,338,8557,-5,181,1389,6292,3053,48796,1933,222,1158,71914
2019-03-20 09:00:00,335,8235,-4,181,847,6231,2070,48704,3643,221,999,71462
2019-03-20 10:00:00,336,8027,0,181,320,5986,1327,48594,4870,221,1050,70912
2019-03-20 11:00:00,336,7857,8,182,190,5959,860,48485,5593,222,1195,70887
2019-03-20 12:00:00,336,7940,8,182,335,5756,746,48418,5840,219,1287,71067
2019-03-20 13:00:00,336,7944,8,182,311,5698,737,48298,5626,219,1323,70682
2019-03-20 14:00:00,336,7849,6,182,12,5633,731,48272,5283,219,1402,69925
2019-03-20 15:00:00,337,7752,12,182,177,5425,913,48200,4516,221,1520,69255
2019-03-20 16:00:00,337,7844,12,181,233,5497,1243,48401,3231,221,1661,68861
2019-03-20 17:00:00,336,8038,7,181,530,5750,1786,48466,1610,221,1708,68633
2019-03-20 18:00:00,335,8209,-4,183,2035,6377,2689,48473,378,223,1720,70618
2019-03-20 19:00:00,336,8457,-3,184,2992,6583,3643,48523,121,223,1799,72858
2019-03-20 20:00:00,336,8419,-4,183,1801,6533,3201,48509,0,223,1908,71109
2019-03-20 21:00:00,336,8310,-3,183,734,5935,1869,48431,0,223,1955,67973
2019-03-20 22:00:00,336,7874,-3,183,902,5908,1759,48406,0,223,1933,67521
2019-03-20 23:00:00,337,8052,-3,183,546,5737,1647,48300,0,224,1903,66926
2019-03-21 00:00:00,337,7351,-3,183,253,5376,1195,48250,0,223,1887,65052
2019-03-21 01:00:00,339,6871,-3,183,-203,5166,880,48106,0,224,1785,63348
2019-03-21 02:00:00,339,6611,-3,183,-740,5088,762,48133,0,224,1780,62377
2019-03-21 03:00:00,338,6357,-3,183,-1183,5000,739,48009,0,223,1733,61396
2019-03-21 04:00:00,339,6360,-2,183,-1145,4884,844,48032,0,224,1773,61492
2019-03-21 05:00:00,339,6976,-2,183,-430,4998,1065,48257,0,223,1907,63516
2019-03-21 06:00:00,339,7180,-3,184,1083,5613,2158,48472,128,221,1978,67353
2019-03-21 07:00:00,337,7241,-2,183,1486,6156,3187,48496,499,223,2001,69807
2019-03-21 08:00:00,336,7129,-2,183,1049,6172,2775,48415,1963,222,1657,69899
2019-03-21 09:00:00,337,7029,-1,184,664,5979,2175,48266,3652,219,1118,69622
2019-03-21 10:00:00,339,6889,-2,184,455,5747,1575,47629,4880,216,1088,69000
2019-03-21 11:00:00,339,6702,-2,184,711,5704,1390,46807,5575,218,1283,68911
2019-03-21 12:00:00,339,6842,-2,184,480,5687,1220,46806,5926,219,1345,69046
2019-03-21 13:00:00,338,6789,-2,183,501,5676,1609,46643,5840,219,1386,69182
2019-03-21 14:00:00,338,6751,-2,183,384,5555,1349,46625,5529,220,1578,68510
2019-03-21 15:00:00,338,6826,-3,184,243,5566,1119,46710,4728,220,1758,67689
2019-03-21 16:00:00,337,7038,3,183,337,5614,1194,46665,3449,220,1852,66892
2019-03-21 17:00:00,337,7425,-4,183,633,5822,1926,46754,1770,220,1807,66873
2019-03-21 18:00:00,337,7586,-5,183,1762,6364,3028,46673,408,218,1706,68260
2019-03-21 19:00:00,336,7639,-5,183,2716,6684,4056,46611,121,220,2040,70601
2019-03-21 20:00:00,335,7705,-3,184,1872,6514,3640,47073,0,220,2427,69967
2019-03-21 21:00:00,337,7633,-2,184,817,6059,2484,47199,0,220,2467,67398
2019-03-21 22:00:00,336,7556,-3,184,463,5932,2151,47165,0,220,2349,66353
2019-03-21 23:00:00,331,7574,-3,184,465,5895,2081,47104,0,220,2300,66151
2019-03-22 00:00:00,319,7232,-3,183,354,5653,1293,46885,0,221,2091,64228
2019-03-22 01:00:00,324,7460,-3,183,118,5281,792,46952,0,221,1859,63187
2019-03-22 02:00:00,335,7391,-3,183,-21,5118,690,47015,0,221,1595,62524
2019-03-22 03:00:00,337,7394,-3,183,-157,5134,627,46812,0,221,1400,61948
2019-03-22 04:00:00,338,7488,-3,183,-234,5067,719,46778,0,221,1254,61811
2019-03-22 05:00:00,339,7450,-3,182,223,5313,1672,47166,0,221,1135,63698
2019-03-22 06:00:00,336,7589,-3,182,1204,5848,2899,47297,131,220,1065,66768
2019-03-22 07:00:00,337,7827,-3,182,1970,6424,3575,47355,516,220,1011,69414
2019-03-22 08:00:00,336,7815,-3,182,1673,6555,3412,47411,1981,221,873,70456
2019-03-22 09:00:00,336,7584,-6,183,1161,6233,3041,47374,3698,221,615,70440
2019-03-22 10:00:00,336,7452,-6,183,554,5937,2302,47207,4952,220,526,69663
2019-03-22 11:00:00,334,7402,-6,183,369,5709,1504,47384,5738,219,523,69359
2019-03-22 12:00:00,329,7331,-6,183,302,5770,1272,47903,6093,219,523,69919
2019-03-22 13:00:00,328,7168,-6,182,26,5748,963,48138,6054,219,522,69342
2019-03-22 14:00:00,324,7034,-5,182,-335,5512,738,48117,5633,218,521,67939
2019-03-22 15:00:00,316,7126,-5,183,-215,5507,705,48086,4787,218,527,67235
2019-03-22 16:00:00,319,7282,-4,183,-85,5612,907,47855,3477,218,535,66299
2019-03-22 17:00:00,327,7363,-4,183,137,5637,1360,48013,1799,218,557,65590
2019-03-22 18:00:00,320,7393,-5,181,1143,6157,2184,47551,425,220,597,66166
2019-03-22 19:00:00,318,7570,-5,182,2054,6579,3205,47346,124,219,616,68208
2019-03-22 20:00:00,320,7568,-5,182,1491,6338,2468,47631,0,221,652,66866
2019-03-22 21:00:00,320,7260,-5,182,412,5794,1440,47692,0,222,714,64031
2019-03-22 22:00:00,321,7284,-5,182,196,5667,1092,47631,0,222,692,63282
2019-03-22 23:00:00,321,7208,-5,182,246,5508,805,47398,0,222,720,62605
2019-03-23 00:00:00,321,4889,-5,181,149,5083,541,47055,0,222,776,59212
2019-03-23 01:00:00,321,3386,-6,181,-339,4851,331,46954,0,221,883,56783
2019-03-23 02:00:00,322,3174,-6,181,-483,4708,201,46611,0,223,990,55921
2019-03-23 03:00:00,322,3224,-5,182,-1237,4523,189,46760,0,221,958,55137
2019-03-23 04:00:00,321,3246,-5,182,-1445,4515,204,46890,0,222,943,55073
2019-03-23 05:00:00,320,3260,-5,182,-1222,4489,322,46886,0,221,998,55451
2019-03-23 06:00:00,320,3246,-5,181,-96,4868,544,46773,131,222,1090,57274
2019-03-23 07:00:00,321,3244,-3,182,376,5107,823,46788,501,222,1178,58739
2019-03-23 08:00:00,320,3265,5,182,427,5183,1011,46315,1895,220,1148,59971
2019-03-23 09:00:00,320,3321,4,181,923,5085,1057,45950,3560,221,1007,61629
2019-03-23 10:00:00,320,3050,4,181,156,4839,989,46034,4786,222,905,61486
2019-03-23 11:00:00,320,3002,4,181,-973,4716,767,46105,5567,221,890,60800
2019-03-23 12:00:00,320,2973,0,181,-1130,4569,739,46027,5854,221,861,60615
2019-03-23 13:00:00,320,2937,-1,182,-1615,4494,700,45871,5846,220,847,59801
2019-03-23 14:00:00,320,2883,-1,179,-2095,4385,367,45456,5466,221,887,58068
2019-03-23 15:00:00,319,2962,0,179,-1720,4371,476,45149,4619,221,1022,57598
2019-03-23 16:00:00,320,3184,2,179,-1486,4428,1046,45234,3337,221,1277,57742
2019-03-23 17:00:00,319,3617,2,179,-1113,4655,676,45887,1742,221,1516,57701
2019-03-23 18:00:00,320,4043,2,178,365,5066,1554,46502,421,222,1827,60500
2019-03-23 19:00:00,320,4147,2,179,1449,5383,2010,46560,124,222,2349,62745
2019-03-23 20:00:00,321,4109,2,182,1273,5413,1806,46663,0,222,2655,62646
2019-03-23 21:00:00,320,4126,2,181,819,5193,1292,46680,0,221,2669,61503
2019-03-23 22:00:00,320,4121,2,181,878,4953,1143,46719,0,222,2604,61143
2019-03-23 23:00:00,320,4052,2,181,805,4804,1075,47042,0,222,2364,60867
2019-03-24 00:00:00,320,3649,2,181,-205,4491,681,47502,0,224,2127,58972
2019-03-24 01:00:00,321,3238,2,182,-1012,4353,597,47211,0,222,2063,57177
2019-03-24 02:00:00,308,2784,2,181,-880,4255,649,47034,0,222,2032,56587
2019-03-24 03:00:00,307,2700,1,179,-1282,4068,332,46827,0,223,1992,55347
2019-03-24 04:00:00,308,2683,2,178,-1384,3956,196,46847,0,223,1953,54962
2019-03-24 05:00:00,307,2675,2,178,-1664,3998,239,47152,0,223,1956,55066
2019-03-24 06:00:00,307,2686,1,178,-1752,3991,290,47264,132,223,1825,55145
2019-03-24 07:00:00,307,2708,1,178,-1652,4094,489,47356,508,224,1640,55853
2019-03-24 08:00:00,308,2695,1,181,-1794,4131,531,47359,1883,224,1245,56764
2019-03-24 09:00:00,307,2657,2,181,-2132,3849,490,47731,3480,223,924,57712
2019-03-24 10:00:00,308,2646,2,181,-2493,3654,418,47614,4646,222,960,58158
2019-03-24 11:00:00,307,2632,2,181,-2641,3654,439,46628,5397,222,1048,57869
2019-03-24 12:00:00,307,2619,2,181,-2556,3694,208,45752,5779,223,1324,57533
2019-03-24 13:00:00,307,2610,2,180,-2632,3725,221,44704,5723,222,1846,56908
2019-03-24 14:00:00,307,2601,2,179,-2440,3679,149,44106,5295,222,2255,56355
2019-03-24 15:00:00,307,2601,2,180,-2686,3649,175,43892,4518,222,2453,55313
2019-03-24 16:00:00,308,2605,2,180,-2095,3760,684,44066,3286,221,2544,55561
2019-03-24 17:00:00,308,2632,2,179,-1604,3983,1002,45626,1694,209,2436,56467
2019-03-24 18:00:00,307,2640,2,180,-749,4415,1369,47734,415,203,2112,58628
2019-03-24 19:00:00,308,2668,2,182,861,4698,1795,48140,123,201,2316,61294
2019-03-24 20:00:00,307,2693,2,181,760,4853,1596,48213,0,209,2837,61651
2019-03-24 21:00:00,310,2697,2,181,-453,4660,1074,48362,0,218,3326,60377
2019-03-24 22:00:00,310,2684,2,181,-1194,4553,1221,48298,0,219,3629,59903
2019-03-24 23:00:00,311,2702,1,181,-1536,4443,731,48082,0,220,3682,58817
2019-03-25 00:00:00,312,2661,1,181,-1609,4165,572,48060,0,221,3507,58071
2019-03-25 01:00:00,311,2661,1,182,-2052,3797,303,47419,0,221,3385,56228
2019-03-25 02:00:00,311,2676,1,181,-2419,3625,161,47764,0,215,3452,55967
2019-03-25 03:00:00,311,2684,1,181,-2732,3574,153,47205,0,218,3730,55325
2019-03-25 04:00:00,310,2686,1,181,-2676,3622,166,47227,0,221,4083,55821
2019-03-25 05:00:00,309,2693,1,181,-1870,3964,293,47340,0,219,4353,57483
2019-03-25 06:00:00,309,3123,1,182,156,4645,1240,48657,134,218,4524,63189
2019-03-25 07:00:00,311,3480,1,181,1046,5060,1633,49787,511,221,4570,66801
2019-03-25 08:00:00,311,3721,1,181,926,4933,1356,50055,1835,220,4216,67755
2019-03-25 09:00:00,311,3655,5,181,613,4911,1145,49865,3425,220,4992,69323
2019-03-25 10:00:00,310,3474,7,181,301,4635,688,48955,4701,214,5897,69363
2019-03-25 11:00:00,309,3182,6,182,146,4408,373,48910,5367,211,6113,69207
2019-03-25 12:00:00,309,3386,6,182,-525,4116,461,48204,5519,211,6489,68358
2019-03-25 13:00:00,311,3145,7,183,-769,4127,520,47982,5413,210,6987,68116
2019-03-25 14:00:00,312,3116,7,184,-346,4047,470,47926,5081,211,7491,68499
2019-03-25 15:00:00,313,3180,5,184,-384,4101,401,47974,4368,211,8057,68410
2019-03-25 16:00:00,310,3412,6,184,-875,4283,486,48230,3132,210,8165,67543
2019-03-25 17:00:00,308,4050,1,184,-297,4927,904,48417,1681,211,7850,68236
2019-03-25 18:00:00,304,4455,1,183,1081,5346,1956,48946,441,211,7224,70148
2019-03-25 19:00:00,302,4568,1,182,2361,5746,2695,49682,126,211,6662,72536
2019-03-25 20:00:00,304,4547,1,182,1604,5551,2193,49997,0,212,6414,71005
2019-03-25 21:00:00,304,4411,1,182,762,5210,1913,50202,0,212,6197,69394
2019-03-25 22:00:00,306,4388,1,182,532,4965,1439,50174,0,212,5842,68041
2019-03-25 23:00:00,308,4559,3,181,719,4618,1193,50270,0,214,5485,67550
2019-03-26 00:00:00,309,4067,3,182,-78,4110,813,49558,0,203,5162,64329
2019-03-26 01:00:00,308,3239,3,182,-642,3766,561,48946,0,218,4821,61402
2019-03-26 02:00:00,307,3278,3,182,-1082,3698,331,49043,0,220,4579,60559
2019-03-26 03:00:00,307,3345,3,182,-1626,3673,391,49204,0,222,4319,60020
2019-03-26 04:00:00,306,3435,3,182,-1660,3768,368,48998,0,222,4124,59746
2019-03-26 05:00:00,307,3819,3,181,-763,4185,643,49091,0,222,3843,61531
2019-03-26 06:00:00,307,5130,3,181,479,4882,1072,49892,137,221,3734,66038
2019-03-26 07:00:00,308,5404,3,182,1093,5324,1317,50639,578,220,3512,68580
2019-03-26 08:00:00,309,5457,3,182,931,5149,1405,50792,2106,221,2758,69313
2019-03-26 09:00:00,307,5307,5,181,439,5005,1232,50652,3862,222,2533,69745
2019-03-26 10:00:00,307,5078,6,182,508,4779,950,50647,5115,221,2398,70191
2019-03-26 11:00:00,307,4722,6,183,228,4644,716,50682,5780,221,2228,69717
2019-03-26 12:00:00,307,4599,6,182,686,4438,646,50633,6009,221,2288,70015
2019-03-26 13:00:00,307,4525,6,182,615,4317,541,50475,6175,221,2464,69828
2019-03-26 14:00:00,307,4046,4,182,253,4181,546,50409,5789,221,2721,68659
2019-03-26 15:00:00,312,4109,-1,183,398,4243,533,50485,5065,220,3002,68549
2019-03-26 16:00:00,319,4487,-1,183,405,4404,657,50613,3718,221,3164,68170
2019-03-26 17:00:00,318,4614,-1,183,604,4890,850,50578,1962,221,3386,67605
2019-03-26 18:00:00,317,4922,1,183,1100,5443,1866,50589,506,221,3405,68553
2019-03-26 19:00:00,317,5404,1,183,2108,5792,2687,50696,125,221,3357,70891
2019-03-26 20:00:00,317,5357,1,183,1868,5676,2208,50662,0,205,3438,69915
2019-03-26 21:00:00,317,5278,1,182,779,5406,1579,50627,0,192,3402,67763
2019-03-26 22:00:00,317,5289,2,182,677,4650,1354,50618,0,191,3243,66523
2019-03-26 23:00:00,317,5456,3,183,271,4251,1714,50490,0,191,2960,65836
2019-03-27 00:00:00,317,5320,3,181,466,3801,1187,50337,0,192,2692,64496
2019-03-27 01:00:00,318,5337,2,181,374,3425,509,50343,0,192,2466,63147
2019-03-27 02:00:00,318,5196,3,181,78,3404,530,50510,0,192,2277,62689
2019-03-27 03:00:00,318,5409,2,183,-196,3408,345,50565,0,192,2201,62427
2019-03-27 04:00:00,318,5620,2,183,7,3504,254,50624,0,193,2175,62880
2019-03-27 05:00:00,317,6056,3,182,140,3939,511,50649,0,192,2289,64278
2019-03-27 06:00:00,320,7069,3,182,524,4792,1689,50863,141,192,2499,68274
2019-03-27 07:00:00,317,7509,3,181,1072,5307,2455,51039,622,192,2594,71291
2019-03-27 08:00:00,317,7516,3,182,1159,5391,2892,51070,2187,191,2071,72979
2019-03-27 09:00:00,318,7461,3,181,694,5199,2506,50989,3898,191,1803,73243
2019-03-27 10:00:00,317,7180,2,182,335,4936,1954,50749,5136,211,2299,73301
2019-03-27 11:00:00,318,6978,3,184,625,4714,1606,50763,5838,218,2788,74035
2019-03-27 12:00:00,319,6915,-1,182,753,4328,1561,50781,6062,221,2661,73782
2019-03-27 13:00:00,319,6700,-1,183,543,3987,1462,50995,6002,220,2453,72863
2019-03-27 14:00:00,319,6694,-1,183,284,3912,1334,51060,5686,221,2401,72093
2019-03-27 15:00:00,321,6871,-2,183,135,3946,1238,51033,4862,221,2437,71245
2019-03-27 16:00:00,320,6746,-3,182,255,4252,1171,50785,3564,221,2545,70038
2019-03-27 17:00:00,319,6618,-8,184,368,4824,1401,50239,1881,221,2704,68751
2019-03-27 18:00:00,320,6742,-1,183,999,5337,2433,50107,485,221,2791,69617
2019-03-27 19:00:00,320,6715,5,183,2051,5803,3268,50113,129,221,2936,71744
2019-03-27 20:00:00,320,6575,7,183,1362,5744,2833,50114,0,222,3178,70538
2019-03-27 21:00:00,321,6639,7,183,783,5068,1618,50079,0,222,3251,68171
2019-03-27 22:00:00,320,6763,7,182,371,4573,981,49990,0,222,3278,66687
2019-03-27 23:00:00,321,6785,6,183,335,4073,480,49963,0,222,3198,65566
2019-03-28 00:00:00,320,6635,5,180,-118,3698,975,49872,0,223,2946,64736
2019-03-28 01:00:00,321,6737,5,180,-779,3429,641,49842,0,222,2821,63419
2019-03-28 02:00:00,320,6811,5,180,-1009,3373,586,49962,0,223,2605,63056
2019-03-28 03:00:00,321,6907,5,181,-1485,3327,461,49683,0,223,2497,62120
2019-03-28 04:00:00,321,7002,5,180,-1235,3438,506,49867,0,223,2501,62808
2019-03-28 05:00:00,322,7063,4,180,-1009,3836,811,50154,0,222,2532,64115
2019-03-28 06:00:00,320,7380,5,180,817,4838,2503,50218,145,221,2459,69086
2019-03-28 07:00:00,320,7740,5,180,2121,5555,3337,50238,619,221,2380,72716
2019-03-28 08:00:00,320,7870,0,179,1987,5693,3405,50327,2138,221,1805,73945
2019-03-28 09:00:00,320,7663,-1,179,1042,5424,2905,50315,3832,221,1256,73156
2019-03-28 10:00:00,321,7519,-1,180,540,5137,1945,49955,5061,223,1315,72195
2019-03-28 11:00:00,319,7559,-3,180,392,4808,1584,49893,5746,222,1639,72339
2019-03-28 12:00:00,321,7663,-2,181,611,4521,1272,49978,6018,222,1884,72669
2019-03-28 13:00:00,322,7615,115,179,503,4320,1046,50052,5958,222,2059,72391
2019-03-28 14:00:00,321,7344,205,180,179,4143,758,50007,5588,221,2140,71086
2019-03-28 15:00:00,321,6978,262,180,-625,4085,625,49874,4764,220,2228,68912
2019-03-28 16:00:00,320,6537,347,180,-983,4141,616,49916,3507,223,2365,67169
2019-03-28 17:00:00,321,6921,333,180,-411,4454,1039,49943,1878,222,2457,67337
2019-03-28 18:00:00,320,7171,342,180,863,5189,2426,50120,496,221,2400,69728
2019-03-28 19:00:00,320,7453,341,180,2506,5876,3607,50124,129,222,2650,73408
2019-03-28 20:00:00,320,7362,335,180,1882,5762,3238,50122,0,223,3260,72684
2019-03-28 21:00:00,320,7402,326,179,739,5169,1962,49915,0,223,3803,70038
2019-03-28 22:00:00,321,7464,339,179,604,4666,1395,48999,0,223,3811,68001
2019-03-28 23:00:00,320,7127,341,179,487,4219,1222,48937,0,223,3863,66918
2019-03-29 00:00:00,321,6461,336,179,-47,3706,971,48687,0,223,3817,64654
2019-03-29 01:00:00,320,5944,334,179,-83,3367,520,48193,0,223,3810,62807
2019-03-29 02:00:00,321,5972,337,180,-343,3306,267,47847,0,223,3677,61787
2019-03-29 03:00:00,320,5954,352,179,-1033,3220,220,48206,0,223,3565,61206
2019-03-29 04:00:00,320,5857,370,176,-1006,3383,238,48917,0,223,3489,61967
2019-03-29 05:00:00,322,6040,355,177,-241,3697,531,48941,0,222,3376,63420
2019-03-29 06:00:00,305,6263,365,179,942,4542,1609,49187,148,222,3255,67017
2019-03-29 07:00:00,305,6703,354,180,1325,4959,2497,49317,629,221,3086,69576
2019-03-29 08:00:00,305,6625,352,179,1180,4861,2268,49406,2041,221,2347,69785
2019-03-29 09:00:00,305,6401,322,179,1015,4597,1756,49157,3641,222,1802,69397
2019-03-29 10:00:00,304,6148,319,180,320,4420,977,48797,4899,221,1772,68357
2019-03-29 11:00:00,315,5982,345,181,-130,4144,636,48269,5675,221,1797,67435
2019-03-29 12:00:00,321,5763,216,181,-343,3861,795,48059,5955,222,1911,66941
2019-03-29 13:00:00,320,5175,26,181,-602,3714,714,48126,5904,221,2212,65991
2019-03-29 14:00:00,321,4876,50,181,-1139,3626,548,48110,5549,221,2289,64632
2019-03-29 15:00:00,321,5079,207,180,-1051,3637,544,47402,4700,221,2122,63362
2019-03-29 16:00:00,322,5765,267,177,-745,3816,905,47770,3479,222,1981,63959
2019-03-29 17:00:00,321,6086,287,178,90,4202,997,47980,1911,221,1802,64075
2019-03-29 18:00:00,320,6284,304,179,1176,4959,2365,48823,563,222,1573,66768
2019-03-29 19:00:00,320,6341,236,350,2463,5703,4184,48405,211,221,1520,69954
2019-03-29 20:00:00,321,6475,250,635,2456,5542,4127,48471,0,221,1669,70167
