date_hour,BIOMASS,FOSSIL_GAS,FOSSIL_HARD_COAL,FOSSIL_OIL,HYDRO_PUMPED_STORAGE,HYDRO_RUN_OF_RIVER_AND_POUNDAGE,HYDRO_WATER_RESERVOIR,NUCLEAR,SOLAR,WASTE,WIND_ONSHORE,TOTAL
2019-02-10 00:00:00,348,2615,375,251,-1749,3704,502,51375,0,204,8940,66565
2019-02-10 01:00:00,347,2617,373,251,-2060,3591,752,50827,0,204,9926,66828
2019-02-10 02:00:00,347,2618,368,251,-2616,3512,298,49998,0,204,10535,65515
2019-02-10 03:00:00,347,2611,387,250,-2793,3402,187,49012,0,204,10606,64213
2019-02-10 04:00:00,347,2597,380,248,-2790,3380,172,47534,0,203,10646,62717
2019-02-10 05:00:00,347,2598,387,248,-2753,3355,151,45757,0,203,10555,60848
2019-02-10 06:00:00,345,2602,383,247,-2810,3366,154,45500,0,204,10311,60302
2019-02-10 07:00:00,347,2605,392,247,-2739,3688,326,46147,0,204,10136,61353
2019-02-10 08:00:00,334,2596,420,248,-2166,3931,439,47856,224,204,9868,63954
2019-02-10 09:00:00,334,2611,396,248,-931,4168,607,50149,513,205,9551,67851
2019-02-10 10:00:00,334,2610,401,248,326,4409,1266,51898,922,204,9915,72533
2019-02-10 11:00:00,334,2613,457,248,522,4454,1202,53644,1230,204,10513,75421
2019-02-10 12:00:00,334,2614,584,248,388,4344,989,54115,1575,204,10775,76170
2019-02-10 13:00:00,334,2608,534,248,-181,3990,708,53868,1896,204,10759,74968
2019-02-10 14:00:00,334,2593,385,248,-1421,3983,580,53766,2016,204,11165,73853
2019-02-10 15:00:00,334,2597,415,248,-2470,3958,196,54390,1540,203,11539,72950
2019-02-10 16:00:00,334,2600,459,248,-2288,3912,204,54392,853,204,11582,72500
2019-02-10 17:00:00,334,2627,554,248,-1387,4259,609,53930,365,203,11124,72866
2019-02-10 18:00:00,334,2631,570,248,576,4897,1681,54301,149,202,10495,76084
2019-02-10 19:00:00,334,2636,591,252,1029,5163,2250,54385,0,203,9938,76781
2019-02-10 20:00:00,334,2642,570,251,-8,4989,1593,54190,0,203,9680,74444
2019-02-10 21:00:00,334,2646,436,251,-1543,4585,664,54239,0,204,9368,71184
2019-02-10 22:00:00,334,2659,391,252,-1212,4474,777,54308,0,203,8687,70873
2019-02-10 23:00:00,334,2660,364,251,-762,4336,782,53558,0,204,8333,70060
2019-02-11 00:00:00,333,2617,385,251,-1637,4185,788,53468,0,203,7802,68395
2019-02-11 01:00:00,341,2652,357,251,-2303,4220,416,53009,0,204,7250,66397
2019-02-11 02:00:00,346,2660,354,251,-2746,4293,336,52681,0,204,6792,65171
2019-02-11 03:00:00,346,2665,372,251,-2628,4326,203,51550,0,205,6441,63731
2019-02-11 04:00:00,347,2714,398,252,-2213,4334,309,51691,0,204,6156,64192
2019-02-11 05:00:00,347,3197,550,252,-906,4462,694,53528,0,203,5715,68042
2019-02-11 06:00:00,347,4535,696,252,490,4942,2450,54808,0,202,5192,73914
2019-02-11 07:00:00,347,5920,716,251,1477,5507,3888,55189,0,200,4824,78319
2019-02-11 08:00:00,346,6875,874,252,2019,5886,4156,55331,432,204,4274,80649
2019-02-11 09:00:00,347,7123,1063,251,1669,6087,4149,55309,1520,202,3791,81511
2019-02-11 10:00:00,348,7367,1111,251,1129,5910,3524,55258,2465,201,3393,80957
2019-02-11 11:00:00,346,7790,1145,252,745,5701,3195,55341,3254,201,3391,81361
2019-02-11 12:00:00,348,7888,1136,252,1115,5523,2998,55355,3471,195,3331,81612
2019-02-11 13:00:00,345,7961,1162,251,983,5421,2372,55238,3398,200,3252,80583
2019-02-11 14:00:00,346,7915,1130,251,648,5298,1911,55151,3109,199,3095,79053
2019-02-11 15:00:00,348,7922,1128,251,280,5266,1995,55176,2290,200,2887,77743
2019-02-11 16:00:00,347,7965,1144,251,114,5398,2215,55218,1451,202,2509,76814
2019-02-11 17:00:00,346,8020,1109,251,202,5738,2844,55156,457,204,2193,76520
2019-02-11 18:00:00,346,8142,1129,251,1345,6366,4951,55103,154,202,2084,80073
2019-02-11 19:00:00,346,8113,1068,251,2920,6832,5278,55088,0,202,2025,82123
2019-02-11 20:00:00,346,8035,1038,251,1458,6386,4328,55158,0,203,1838,79041
2019-02-11 21:00:00,346,8102,979,251,47,5935,3143,55267,0,203,1743,76016
2019-02-11 22:00:00,345,7736,1004,251,-75,5696,2981,55207,0,204,1641,74990
2019-02-11 23:00:00,346,7621,1089,251,108,5494,2545,54962,0,203,1520,74139
2019-02-12 00:00:00,349,7636,1094,252,822,4995,1473,55004,0,203,1428,73256
2019-02-12 01:00:00,349,7672,824,252,174,4602,923,55120,0,200,1422,71538
2019-02-12 02:00:00,345,7693,924,252,-597,4346,718,55031,0,189,1379,70280
2019-02-12 03:00:00,346,7601,899,252,-2238,4345,700,55220,0,176,1351,68652
2019-02-12 04:00:00,346,7398,790,252,-2535,4419,764,55292,0,174,1325,68225
2019-02-12 05:00:00,346,7675,1010,251,-1442,4600,849,55074,0,174,1357,69894
2019-02-12 06:00:00,346,7985,1121,251,384,4866,1906,55114,0,175,1453,73601
2019-02-12 07:00:00,346,8404,1151,250,2272,5575,3834,55436,0,174,1516,78958
2019-02-12 08:00:00,347,8595,1155,408,2641,5955,4524,55426,480,174,1488,81193
2019-02-12 09:00:00,348,8682,1149,462,1921,6039,4457,55477,1742,174,1422,81873
2019-02-12 10:00:00,351,8503,1107,467,1198,5897,3487,55498,3199,174,1280,81161
2019-02-12 11:00:00,355,8356,1101,507,843,5641,2346,55479,4145,175,1120,80068
2019-02-12 12:00:00,356,8115,1062,445,671,5420,1852,55332,4644,174,1084,79155
2019-02-12 13:00:00,356,8063,881,491,294,5241,1498,55095,4603,174,1069,77765
2019-02-12 14:00:00,356,8055,768,457,-187,5137,1398,55080,4348,174,1022,76608
2019-02-12 15:00:00,356,7923,820,447,-305,5115,1371,55112,3495,173,1014,75521
2019-02-12 16:00:00,356,8032,860,288,352,5141,1470,55110,2115,174,990,74888
2019-02-12 17:00:00,356,8074,864,253,687,5462,1734,55078,673,174,1016,74371
2019-02-12 18:00:00,358,8539,1021,253,1701,5886,3069,55066,155,174,1119,77341
2019-02-12 19:00:00,358,8555,1116,253,2448,6327,4442,55167,0,173,1350,80189
2019-02-12 20:00:00,359,8589,1109,254,1305,5963,3837,55236,0,174,1497,78323
2019-02-12 21:00:00,359,8312,927,253,666,5548,2224,55161,0,174,1730,75354
2019-02-12 22:00:00,359,8216,767,252,504,5334,1776,55002,0,175,1856,74241
2019-02-12 23:00:00,359,7723,898,253,572,5151,1355,55042,0,175,1937,73465
2019-02-13 00:00:00,359,7365,698,253,287,4725,1166,55084,0,174,1852,71963
2019-02-13 01:00:00,359,7240,565,252,-440,4332,942,54937,0,174,1883,70244
2019-02-13 02:00:00,359,7311,576,252,-1063,4215,1182,55077,0,175,1805,69889
2019-02-13 03:00:00,359,7075,529,252,-2090,4231,824,54928,0,175,1797,68080
2019-02-13 04:00:00,357,6478,427,252,-2731,4189,818,54897,0,175,1832,66694
2019-02-13 05:00:00,353,7185,574,252,-1460,4331,1022,55056,0,175,1896,69384
2019-02-13 06:00:00,345,7313,600,252,382,4850,1719,55160,0,175,2163,72959
2019-02-13 07:00:00,345,7945,614,252,1886,5699,3855,55332,0,175,2340,78443
2019-02-13 08:00:00,345,8359,613,252,2945,6247,4311,55466,573,175,2394,81680
2019-02-13 09:00:00,345,8637,602,251,2709,6266,4317,55506,2143,175,2230,83181
2019-02-13 10:00:00,345,8622,600,251,1414,5969,3432,55438,3694,174,1704,81643
2019-02-13 11:00:00,345,8471,602,252,697,5840,2489,55445,4633,174,1412,80360
2019-02-13 12:00:00,345,8329,602,252,296,5495,1911,55340,5139,175,1453,79337
2019-02-13 13:00:00,344,8244,602,253,-7,5116,1639,55223,5186,175,1337,78112
2019-02-13 14:00:00,344,7992,578,253,-414,4939,1280,55163,4716,175,1214,76240
2019-02-13 15:00:00,345,7949,466,253,-439,4828,1563,55070,3757,174,1144,75110
2019-02-13 16:00:00,344,7829,388,253,-19,4978,1741,55146,2280,173,1094,74207
2019-02-13 17:00:00,345,7656,368,253,215,5453,2369,55093,694,169,1184,73799
2019-02-13 18:00:00,334,8068,440,253,1302,6202,3639,55065,131,169,1689,77292
2019-02-13 19:00:00,343,8402,604,252,2063,6521,4261,55205,0,169,2344,80164
2019-02-13 20:00:00,345,8428,425,253,1046,6170,3364,55211,0,170,2823,78235
2019-02-13 21:00:00,345,8184,198,252,180,5439,1923,55057,0,173,3306,75057
2019-02-13 22:00:00,344,8206,24,252,485,5237,1805,55034,0,175,3635,75197
2019-02-13 23:00:00,345,8057,24,252,586,5135,1706,54362,0,194,3691,74352
2019-02-14 00:00:00,351,7958,13,252,541,4687,1147,53914,0,193,3694,72750
2019-02-14 01:00:00,359,7807,13,252,-192,4517,549,53868,0,192,3539,70904
2019-02-14 02:00:00,359,8048,13,252,-311,4405,666,53429,0,192,3403,70456
2019-02-14 03:00:00,359,8047,13,251,-590,4344,649,53207,0,195,3172,69647
2019-02-14 04:00:00,359,8052,15,252,-921,4461,620,53587,0,196,3078,69699
2019-02-14 05:00:00,359,8070,101,252,-188,4580,1281,53788,0,196,2875,71314
2019-02-14 06:00:00,359,8381,436,252,1129,5277,3086,53943,0,195,2861,75919
2019-02-14 07:00:00,359,8579,596,251,2587,6121,4497,54044,0,195,2953,80182
2019-02-14 08:00:00,396,8504,611,418,2596,6383,4708,53975,544,194,3091,81420
2019-02-14 09:00:00,396,8512,613,464,2156,6396,4358,54163,2078,199,2939,82274
2019-02-14 10:00:00,396,8483,611,467,935,5889,3316,54122,3637,201,2346,80403
2019-02-14 11:00:00,395,8346,607,499,550,5475,2697,53966,4642,201,1803,79181
2019-02-14 12:00:00,396,8153,598,433,291,5111,2070,53821,5109,203,1494,77679
2019-02-14 13:00:00,396,7821,599,506,275,4941,1434,53628,5137,202,1318,76257
2019-02-14 14:00:00,396,7896,600,504,199,4910,1332,53509,4688,202,1263,75499
2019-02-14 15:00:00,396,8049,608,451,260,4790,1462,53629,3747,203,1254,74849
2019-02-14 16:00:00,394,8097,609,253,215,5043,2072,53704,2300,203,1322,74212
2019-02-14 17:00:00,395,8285,589,253,727,5545,2607,53727,721,204,1458,74511
2019-02-14 18:00:00,396,8501,552,253,1692,6257,3880,53700,134,204,2113,77682
2019-02-14 19:00:00,396,8633,509,252,1811,6704,4422,53782,0,203,3120,79832
2019-02-14 20:00:00,396,8471,512,252,548,6095,2948,53881,0,205,3840,77148
2019-02-14 21:00:00,396,8090,441,252,-60,5418,2187,53799,0,205,4142,74870
2019-02-14 22:00:00,396,8286,490,252,-235,5056,1523,53686,0,205,4406,74065
2019-02-14 23:00:00,396,8513,423,252,367,4919,1144,53491,0,205,4539,74249
2019-02-15 00:00:00,359,8275,182,252,-96,4707,1088,53455,0,205,4405,72832
2019-02-15 01:00:00,358,8037,27,252,-636,4473,926,53481,0,204,4235,71357
2019-02-15 02:00:00,359,8101,27,252,-1727,4381,735,53623,0,203,3962,69916
2019-02-15 03:00:00,358,8082,27,252,-2146,4306,907,53236,0,204,3847,69073
2019-02-15 04:00:00,358,7940,27,252,-1670,4294,1003,53324,0,204,3970,69702
2019-02-15 05:00:00,358,8297,27,252,-1078,4378,1230,53529,0,204,3976,71173
2019-02-15 06:00:00,358,8270,26,252,594,4918,3100,53931,0,202,3842,75493
2019-02-15 07:00:00,382,8573,26,348,2288,6012,4575,54060,0,203,3730,80197
2019-02-15 08:00:00,436,8571,27,508,2400,6382,4489,54106,598,203,3653,81373
2019-02-15 09:00:00,447,8535,27,261,1661,6308,3842,53869,2198,203,3309,80660
2019-02-15 10:00:00,451,8493,26,251,700,5887,3289,53718,3759,204,2471,79249
2019-02-15 11:00:00,400,8248,27,252,379,5317,2737,53678,4702,203,1751,77694
2019-02-15 12:00:00,394,8188,28,252,407,5003,1919,53467,5188,204,1392,76442
2019-02-15 13:00:00,394,8127,28,252,-37,4918,1507,53274,5192,203,1196,75054
2019-02-15 14:00:00,394,7845,28,252,-156,4803,1371,53287,4748,202,1125,73899
2019-02-15 15:00:00,394,7915,27,252,116,4837,1380,53254,3792,202,1080,73249
2019-02-15 16:00:00,394,7989,28,253,266,4919,1872,53486,2339,204,1038,72788
2019-02-15 17:00:00,394,7996,28,252,8,5374,2447,53599,752,203,1142,72195
2019-02-15 18:00:00,394,8248,28,252,1323,6012,3636,53700,134,204,1500,75431
2019-02-15 19:00:00,394,8555,28,251,1988,6312,4227,53581,0,205,2017,77558
2019-02-15 20:00:00,395,8364,28,251,575,5851,2688,53589,0,204,2430,74375
2019-02-15 21:00:00,395,8311,28,251,-116,5242,1521,53591,0,205,2629,72057
2019-02-15 22:00:00,395,8255,28,251,-7,5070,1697,53367,0,205,2642,71903
2019-02-15 23:00:00,395,8105,27,251,561,5133,2344,51994,0,205,2560,71575
2019-02-16 00:00:00,449,7294,27,250,641,4891,1805,51681,0,205,2446,69689
2019-02-16 01:00:00,449,6244,29,251,451,4653,1198,51605,0,205,2389,67474
2019-02-16 02:00:00,449,5050,28,251,-143,4319,750,51405,0,205,2231,64545
2019-02-16 03:00:00,449,4484,28,251,-1132,4015,486,51176,0,205,2165,62127
2019-02-16 04:00:00,448,4422,29,249,-2139,3922,508,51335,0,205,2230,61209
2019-02-16 05:00:00,448,4465,28,247,-1789,3903,721,51483,0,205,2262,61973
2019-02-16 06:00:00,449,4625,28,248,-559,3977,1052,51450,0,204,2287,63761
2019-02-16 07:00:00,449,4884,28,251,498,4374,1869,51573,134,204,2332,66596
2019-02-16 08:00:00,448,4937,27,251,446,4861,1864,51753,617,204,2256,67664
2019-02-16 09:00:00,448,4937,29,251,527,5222,2136,51670,2179,204,1989,69592
2019-02-16 10:00:00,448,4831,29,251,327,5192,1930,51362,3717,204,1567,69858
2019-02-16 11:00:00,447,4681,29,251,-1202,4551,1207,50901,4667,204,1212,66948
2019-02-16 12:00:00,447,4651,29,251,-1077,4226,1015,50709,5136,204,1101,66692
2019-02-16 13:00:00,447,4258,30,252,-1774,3928,692,50636,5129,204,1097,64899
2019-02-16 14:00:00,447,4145,30,251,-2513,3858,448,50366,4681,203,1103,63019
2019-02-16 15:00:00,447,4337,30,252,-2435,3839,353,50664,3752,205,1125,62569
2019-02-16 16:00:00,445,4560,29,252,-515,4026,506,50863,2331,203,1118,63818
2019-02-16 17:00:00,443,4782,30,252,307,4436,1028,51218,747,204,1227,64674
2019-02-16 18:00:00,445,4831,30,252,1251,5310,2835,51326,130,203,1640,68253
2019-02-16 19:00:00,447,4916,29,251,1356,5689,3637,51550,0,204,2245,70324
2019-02-16 20:00:00,448,4809,29,251,686,5014,2098,51562,0,205,2767,67869
2019-02-16 21:00:00,462,4855,29,251,-15,4606,1277,51344,0,204,3197,66210
2019-02-16 22:00:00,475,4779,29,251,-143,4520,1543,51199,0,203,3428,66284
2019-02-16 23:00:00,478,4755,29,251,46,4408,1570,50696,0,204,3817,66254
2019-02-17 00:00:00,474,3872,29,251,-158,4037,1462,50195,0,203,4194,64559
2019-02-17 01:00:00,481,2783,29,251,-757,3686,1282,50216,0,203,4514,62688
2019-02-17 02:00:00,504,2685,29,251,-1478,3599,924,50192,0,204,4772,61682
2019-02-17 03:00:00,503,2673,29,251,-2090,3543,1011,50346,0,205,4889,61360
2019-02-17 04:00:00,503,2683,29,251,-1976,3541,1220,50415,0,205,4934,61805
2019-02-17 05:00:00,565,2700,29,251,-1983,3571,1318,50573,0,204,5159,62387
2019-02-17 06:00:00,565,2707,28,250,-1873,3641,1542,50975,0,205,5650,63690
2019-02-17 07:00:00,570,2700,28,250,-1716,3868,1608,51270,133,203,6173,65087
2019-02-17 08:00:00,571,2696,29,251,-985,3840,1351,51109,612,205,6400,66079
2019-02-17 09:00:00,572,2685,29,252,-1723,3941,1195,51050,2137,205,6106,66449
2019-02-17 10:00:00,574,2668,29,251,-2413,3960,1119,50986,3619,203,5041,66037
2019-02-17 11:00:00,575,2644,29,252,-2725,3850,836,50703,4490,206,4222,65082
2019-02-17 12:00:00,576,2576,29,252,-2695,3765,689,50636,4951,205,3693,64677
2019-02-17 13:00:00,575,2541,30,252,-2731,3588,519,50212,4951,205,3470,63612
2019-02-17 14:00:00,574,2521,29,251,-2547,3617,407,49357,4556,205,3298,62268
2019-02-17 15:00:00,575,2660,28,248,-2557,3727,492,49124,3644,205,3066,61212
2019-02-17 16:00:00,578,3052,27,248,-1515,3864,1150,49497,2275,205,2750,62131
2019-02-17 17:00:00,578,3237,28,249,171,4345,1997,49928,748,204,2570,64055
2019-02-17 18:00:00,577,3297,29,250,1578,5099,3854,51178,130,204,2683,68879
2019-02-17 19:00:00,579,3334,29,251,1384,5378,3830,52273,0,204,3100,70362
2019-02-17 20:00:00,580,3302,29,251,286,5238,2719,52731,0,203,3512,68851
2019-02-17 21:00:00,579,3284,29,251,-686,4695,1957,52416,0,205,3606,66336
2019-02-17 22:00:00,581,3271,28,251,-575,4652,1277,52168,0,205,3643,65501
2019-02-17 23:00:00,585,3285,28,250,172,4363,497,52389,0,205,3673,65447
2019-02-18 00:00:00,615,3170,11,224,-160,3788,1035,52410,0,162,3618,64873
2019-02-18 01:00:00,643,3273,9,235,-1358,3793,1140,52530,0,162,3403,63830
2019-02-18 02:00:00,653,3289,9,235,-1507,3669,979,52529,0,162,3358,63376
2019-02-18 03:00:00,660,3331,8,235,-1695,3521,818,52538,0,162,3303,62881
2019-02-18 04:00:00,665,3627,9,235,-1572,3545,899,52600,0,162,3173,63343
2019-02-18 05:00:00,661,4484,8,235,-456,3666,1250,52528,0,161,3170,65707
2019-02-18 06:00:00,641,6564,8,235,896,4492,3043,52683,0,160,3338,72060
2019-02-18 07:00:00,646,7395,8,235,2397,5281,4660,52765,137,160,3459,77143
2019-02-18 08:00:00,643,7772,8,235,1931,5650,4771,52866,594,160,3575,78205
2019-02-18 09:00:00,642,7838,9,235,798,5629,3718,53094,1955,157,3303,77378
2019-02-18 10:00:00,643,7809,9,235,294,5330,2511,52832,3365,154,2755,75937
2019-02-18 11:00:00,645,7690,9,235,118,5034,1771,52796,4168,156,2466,75088
2019-02-18 12:00:00,640,7795,9,235,142,4786,1466,52825,4573,158,2393,75022
2019-02-18 13:00:00,640,7849,9,235,-168,4620,1020,52749,4488,159,2335,73936
2019-02-18 14:00:00,654,7882,9,236,-72,4517,757,52778,4127,160,2383,73431
2019-02-18 15:00:00,659,8122,9,235,251,4483,954,52837,3240,161,2467,73418
2019-02-18 16:00:00,639,8350,9,236,785,4723,2178,52981,1960,161,2377,74399
2019-02-18 17:00:00,662,8318,10,236,1153,5593,3642,53025,595,159,2244,75637
2019-02-18 18:00:00,662,8317,9,235,1832,6279,4857,53074,133,160,2373,77931
2019-02-18 19:00:00,662,8339,9,236,2066,6320,4775,53114,0,159,2859,78539
2019-02-18 20:00:00,663,8368,19,235,1135,5960,3443,53210,0,170,3283,76486
2019-02-18 21:00:00,557,8259,29,235,296,5608,1791,53006,0,179,3081,73041
2019-02-18 22:00:00,565,8136,30,235,77,5484,1796,52776,0,180,2930,72209
2019-02-18 23:00:00,568,8080,28,235,70,4955,1565,52558,0,180,2674,70913
2019-02-19 00:00:00,456,6409,29,248,-860,4711,887,52385,0,198,2474,66937
2019-02-19 01:00:00,453,6714,30,251,-793,4479,557,52357,0,204,2181,66433
2019-02-19 02:00:00,453,6003,29,251,-1562,4170,401,52643,0,203,1956,64547
2019-02-19 03:00:00,453,5485,30,251,-2308,3909,201,52117,0,204,1841,62183
2019-02-19 04:00:00,453,5414,30,251,-2369,3839,385,51828,0,204,1831,61866
2019-02-19 05:00:00,453,6287,30,250,-1874,3970,702,52192,0,204,1663,63877
2019-02-19 06:00:00,454,7789,29,250,-72,4482,2302,52459,0,201,1417,69311
2019-02-19 07:00:00,453,8241,29,250,1535,5456,3849,52686,137,200,1210,74046
2019-02-19 08:00:00,452,8690,30,250,1876,5900,4619,52750,431,200,1103,76301
2019-02-19 09:00:00,454,8704,29,249,1563,6143,4606,52757,1178,199,898,76780
2019-02-19 10:00:00,454,8728,30,249,1264,6210,4543,52769,2018,200,762,77227
2019-02-19 11:00:00,443,8738,29,249,1177,5912,4327,52815,2670,201,760,77321
2019-02-19 12:00:00,440,8572,30,250,1133,5622,3919,52726,3199,201,790,76882
2019-02-19 13:00:00,439,8383,30,251,914,5493,3342,52638,3397,200,779,75866
2019-02-19 14:00:00,442,8287,30,251,374,5220,2017,52466,3326,201,784,73398
2019-02-19 15:00:00,453,8405,29,251,-38,4724,1109,52459,2782,201,781,71156
2019-02-19 16:00:00,453,8482,29,251,344,4669,1450,52508,1754,201,767,70908
2019-02-19 17:00:00,452,8440,29,251,509,5082,2493,52539,621,201,701,71318
2019-02-19 18:00:00,450,8502,30,252,1697,5870,3930,52532,136,201,675,74275
2019-02-19 19:00:00,451,8545,29,252,2397,6349,4818,52733,0,202,739,76515
2019-02-19 20:00:00,452,8591,30,252,1388,6069,4080,52726,0,202,777,74567
2019-02-19 21:00:00,453,8780,30,251,485,5551,2835,52798,0,202,832,72217
2019-02-19 22:00:00,452,8672,30,251,771,5271,2649,52862,0,203,935,72096
2019-02-19 23:00:00,451,8552,29,250,687,5270,2495,52861,0,203,1034,71832
2019-02-20 00:00:00,354,8054,30,251,321,4673,1530,52634,0,204,1099,69150
2019-02-20 01:00:00,354,7743,30,250,151,4266,932,52379,0,205,1103,67413
2019-02-20 02:00:00,354,7786,30,251,-331,4015,1094,52462,0,204,1065,66930
2019-02-20 03:00:00,353,6269,30,251,-1437,3835,994,52525,0,204,1046,64070
2019-02-20 04:00:00,354,6052,30,251,-1350,3787,1009,52213,0,204,1073,63623
2019-02-20 05:00:00,352,7328,30,251,-170,3924,1052,52443,0,204,1093,66507
2019-02-20 06:00:00,352,8218,30,251,770,4788,3426,52911,0,203,1153,72102
2019-02-20 07:00:00,352,8764,31,251,2162,5681,4837,53005,144,201,1272,76700
2019-02-20 08:00:00,353,8825,33,251,3075,6106,4980,52993,628,200,1315,78759
2019-02-20 09:00:00,353,8790,33,251,2709,6090,4584,52975,2000,201,1235,79221
2019-02-20 10:00:00,356,8716,32,252,1685,6133,4335,52944,3377,195,988,79013
2019-02-20 11:00:00,356,8393,33,251,932,5893,3782,52867,4320,199,805,77831
2019-02-20 12:00:00,356,8102,33,251,589,5542,3399,52865,4812,201,803,76953
2019-02-20 13:00:00,355,8019,33,251,298,5084,2434,52786,4980,200,840,75280
2019-02-20 14:00:00,354,8038,32,252,250,4835,1849,52637,4553,200,953,73953
2019-02-20 15:00:00,355,8093,32,252,375,4822,1728,52676,3650,202,990,73175
2019-02-20 16:00:00,355,8427,32,252,790,4760,2175,52791,2277,204,862,72925
2019-02-20 17:00:00,355,8461,32,252,947,5200,3091,52762,774,205,789,72868
2019-02-20 18:00:00,355,8479,32,252,1719,6002,4220,52608,141,205,805,74818
2019-02-20 19:00:00,355,8676,32,251,2493,6375,5099,52863,0,206,881,77231
2019-02-20 20:00:00,404,8600,32,251,1311,5857,4425,52941,0,206,922,74949
2019-02-20 21:00:00,439,8509,33,251,577,5320,3306,52864,0,205,997,72501
2019-02-20 22:00:00,456,8101,32,251,864,5189,2967,52816,0,205,1093,71974
2019-02-20 23:00:00,469,7881,32,251,732,4931,2244,52840,0,207,1195,70782
2019-02-21 00:00:00,571,7062,30,253,477,4660,1680,52832,0,207,1284,69056
2019-02-21 01:00:00,583,6717,31,253,421,4329,867,52790,0,206,1349,67546
2019-02-21 02:00:00,577,6662,31,253,94,4155,640,52388,0,207,1258,66265
2019-02-21 03:00:00,596,5832,31,253,-628,4042,537,52646,0,207,1094,64610
2019-02-21 04:00:00,607,5694,29,253,-667,3987,626,52246,0,207,974,63956
2019-02-21 05:00:00,604,6145,29,253,197,3953,1014,52437,0,206,914,65752
2019-02-21 06:00:00,603,7575,29,252,806,4603,2451,52989,0,205,928,70441
2019-02-21 07:00:00,604,8250,30,252,2319,5602,4299,53638,149,205,986,76334
2019-02-21 08:00:00,601,8330,30,253,2375,5970,4582,54143,692,205,942,78123
2019-02-21 09:00:00,603,8367,30,252,2113,5836,4367,54119,2223,205,835,78950
2019-02-21 10:00:00,601,8345,29,253,1401,5618,3858,54047,3685,204,696,78737
2019-02-21 11:00:00,601,8251,28,253,844,5291,3208,53901,4614,204,629,77824
2019-02-21 12:00:00,602,8017,29,253,780,4973,2875,53916,5099,203,606,77353
2019-02-21 13:00:00,489,7975,30,253,470,4728,2117,53569,5065,205,668,75569
2019-02-21 14:00:00,451,7639,30,254,-57,4575,1516,53602,4633,204,801,73648
2019-02-21 15:00:00,452,7991,31,254,-197,4538,1384,53528,3780,205,775,72741
2019-02-21 16:00:00,452,8081,31,254,356,4660,2149,53608,2375,205,649,72820
2019-02-21 17:00:00,452,7996,31,254,830,5156,2991,53571,815,206,568,72870
2019-02-21 18:00:00,453,7953,30,253,2108,5962,3792,53404,144,206,602,74907
2019-02-21 19:00:00,453,8013,30,253,3017,6227,4716,53394,0,206,716,77025
2019-02-21 20:00:00,456,8132,30,253,1665,5871,3952,53524,0,206,792,74881
2019-02-21 21:00:00,454,8050,31,252,509,5204,2507,53716,0,207,886,71816
2019-02-21 22:00:00,454,7655,30,253,260,4840,2073,53630,0,207,994,70396
2019-02-21 23:00:00,454,6980,31,253,231,4433,2144,53513,0,206,1056,69301
2019-02-22 00:00:00,455,6646,31,253,334,4424,1500,53497,0,207,1194,68541
2019-02-22 01:00:00,455,6592,31,253,-293,4255,902,53300,0,207,1262,66964
2019-02-22 02:00:00,454,6460,31,252,-929,4077,559,53129,0,206,1250,65489
2019-02-22 03:00:00,453,6451,31,253,-1852,3927,421,53412,0,206,1266,64568
2019-02-22 04:00:00,454,6846,31,252,-1992,3978,616,53653,0,207,1388,65433
2019-02-22 05:00:00,454,7365,30,253,-902,4154,1172,53518,0,206,1548,67798
2019-02-22 06:00:00,453,8243,30,253,269,4833,3205,53866,0,205,1631,72988
2019-02-22 07:00:00,452,8616,29,253,1596,5806,4579,53963,152,205,1695,77346
2019-02-22 08:00:00,453,8693,30,253,2343,6202,4954,54064,745,204,1789,79730
2019-02-22 09:00:00,455,8742,30,252,2380,6164,4740,54002,2326,205,1755,81051
2019-02-22 10:00:00,454,8645,31,251,1448,5938,4214,53907,3767,201,1565,80421
2019-02-22 11:00:00,453,8533,31,253,603,5391,3805,53848,4738,201,1348,79204
2019-02-22 12:00:00,452,8495,32,253,529,5130,3437,53696,5218,203,1359,78804
2019-02-22 13:00:00,452,8303,31,254,404,5003,2796,53584,5206,203,1549,77785
2019-02-22 14:00:00,451,8256,32,254,-221,4721,1933,53393,4790,202,1682,75493
2019-02-22 15:00:00,452,8238,32,254,-533,4558,1617,53443,3871,202,1849,73983
2019-02-22 16:00:00,452,8023,32,254,-505,4599,1536,53406,2482,203,1966,72448
2019-02-22 17:00:00,452,7999,32,253,-133,5067,2239,53341,907,203,2020,72380
2019-02-22 18:00:00,452,8098,32,253,970,5551,3257,53252,149,204,2408,74626
2019-02-22 19:00:00,452,8541,31,253,1547,5794,4178,53295,0,205,3309,77605
2019-02-22 20:00:00,453,8212,31,252,416,5338,2685,53414,0,205,4091,75097
2019-02-22 21:00:00,452,7550,31,252,-880,4828,1084,53344,0,205,4681,71547
2019-02-22 22:00:00,454,6982,31,253,-581,4569,1366,52822,0,205,4786,70887
2019-02-22 23:00:00,455,6256,30,253,-509,4568,1095,52464,0,205,5000,69817
2019-02-23 00:00:00,357,4682,30,252,-782,4266,656,51591,0,203,5141,66396
2019-02-23 01:00:00,357,3581,31,251,-1104,3918,568,51291,0,204,5287,64384
2019-02-23 02:00:00,357,3557,31,248,-2131,3761,512,51501,0,206,5335,63377
